Logan 5.1.1
rawFileName="H:\timo\research\PoweredUp\data\{None} 9326 201402051224.raw"
From=0:00.0, To=5:32.9
Date=05Feb2014
Time=12:24:59
Athlete={None}
EventDescription=
Time, Forward, Sideways, Up, Gyr1(d/s), Gyr2(d/s), Gyr3(d/s), Mag Fwd, Mag Left, Mag Up, 
4:55.44, -0.993, -0.060, 0.088, -0.688, 5.906, 4.758, -0.777, 0.174, 0.861, 
4:55.45, -0.993, -0.060, 0.081, -0.688, 5.906, 4.393, -0.777, 0.174, 0.861, 
4:55.45, -0.993, -0.053, 0.081, -0.079, 5.906, 4.393, -0.777, 0.174, 0.861, 
4:55.47, -0.993, -0.040, 0.088, -0.079, 5.906, 3.662, -0.777, 0.174, 0.861, 
4:55.48, -0.993, -0.033, 0.081, -0.688, 5.906, 2.931, -0.777, 0.174, 0.861, 
4:55.49, -0.986, -0.040, 0.081, -0.688, 5.906, 2.931, -0.777, 0.174, 0.861, 
4:55.50, -0.993, -0.033, 0.081, -0.079, 5.906, 2.931, -0.777, 0.174, 0.861, 
4:55.51, -0.986, -0.040, 0.081, -0.079, 5.906, 2.931, -0.777, 0.174, 0.864, 
4:55.52, -0.986, -0.033, 0.081, -0.079, 5.906, 3.296, -0.777, 0.174, 0.864, 
4:55.52, -0.986, -0.040, 0.081, -0.079, 6.254, 3.296, -0.777, 0.174, 0.864, 
4:55.54, -0.986, -0.040, 0.081, -0.079, 7.297, 3.662, -0.777, 0.174, 0.864, 
4:55.55, -0.986, -0.033, 0.081, -0.079, 6.949, 4.758, -0.777, 0.174, 0.864, 
4:55.56, -0.986, -0.040, 0.074, -0.079, 7.297, 4.758, -0.777, 0.174, 0.864, 
4:55.57, -0.993, -0.033, 0.068, -0.079, 7.297, 4.758, -0.777, 0.174, 0.864, 
4:55.58, -0.993, -0.040, 0.061, -0.079, 7.297, 4.758, -0.777, 0.174, 0.864, 
4:55.58, -0.986, -0.040, 0.061, -0.079, 7.297, 4.758, -0.774, 0.174, 0.864, 
4:55.60, -0.986, -0.033, 0.061, -0.079, 6.949, 4.758, -0.774, 0.174, 0.864, 
4:55.61, -0.993, -0.033, 0.054, 0.529, 6.949, 4.393, -0.774, 0.174, 0.864, 
4:55.62, -0.993, -0.033, 0.054, 1.138, 6.949, 4.393, -0.774, 0.174, 0.864, 
4:55.63, -0.993, -0.033, 0.054, 1.138, 6.949, 3.662, -0.774, 0.174, 0.864, 
4:55.64, -0.993, -0.040, 0.054, 1.747, 6.949, 2.931, -0.774, 0.174, 0.864, 
4:55.64, -0.993, -0.033, 0.061, 1.747, 6.949, 2.931, -0.774, 0.174, 0.864, 
4:55.66, -0.993, -0.033, 0.061, 1.747, 6.254, 2.931, -0.774, 0.174, 0.868, 
4:55.67, -0.986, -0.040, 0.061, 2.355, 5.906, 2.931, -0.774, 0.174, 0.868, 
4:55.68, -0.993, -0.040, 0.061, 2.355, 5.559, 3.296, -0.774, 0.174, 0.868, 
4:55.69, -0.993, -0.040, 0.061, 2.355, 5.559, 3.296, -0.774, 0.174, 0.868, 
4:55.70, -0.986, -0.040, 0.061, 1.747, 5.906, 3.296, -0.774, 0.174, 0.868, 
4:55.70, -0.993, -0.040, 0.061, 1.747, 5.906, 3.296, -0.774, 0.174, 0.868, 
4:55.72, -1.000, -0.040, 0.061, 2.355, 5.906, 3.296, -0.774, 0.174, 0.868, 
4:55.73, -1.007, -0.040, 0.061, 2.355, 5.906, 3.296, -0.774, 0.174, 0.868, 
4:55.74, -1.007, -0.040, 0.061, 1.747, 5.906, 3.296, -0.774, 0.174, 0.871, 
4:55.75, -1.021, -0.046, 0.061, 2.355, 5.906, 2.931, -0.771, 0.177, 0.871, 
4:55.76, -1.021, -0.040, 0.061, 2.355, 5.559, 2.931, -0.771, 0.177, 0.871, 
4:55.77, -1.014, -0.040, 0.061, 2.355, 5.559, 2.565, -0.771, 0.177, 0.871, 
4:55.77, -1.014, -0.040, 0.054, 2.355, 5.906, 1.469, -0.771, 0.177, 0.871, 
4:55.79, -1.021, -0.040, 0.061, 2.355, 5.559, 0.738, -0.771, 0.177, 0.871, 
4:55.80, -1.014, -0.040, 0.061, 1.747, 5.906, 0.007, -0.771, 0.177, 0.871, 
4:55.81, -1.014, -0.040, 0.061, 2.355, 5.559, 0.007, -0.771, 0.177, 0.871, 
4:55.82, -1.014, -0.040, 0.061, 2.355, 5.906, 0.007, -0.771, 0.177, 0.871, 
4:55.83, -1.007, -0.033, 0.061, 2.355, 5.906, -0.724, -0.771, 0.177, 0.871, 
4:55.83, -0.993, -0.040, 0.061, 2.355, 5.906, -1.089, -0.771, 0.177, 0.874, 
4:55.85, -0.993, -0.040, 0.061, 1.747, 5.906, -1.089, -0.771, 0.177, 0.874, 
4:55.86, -0.993, -0.040, 0.061, 2.355, 6.254, -1.089, -0.771, 0.177, 0.874, 
4:55.87, -0.986, -0.040, 0.061, 1.747, 7.297, -1.089, -0.771, 0.177, 0.874, 
4:55.88, -0.993, -0.046, 0.061, 2.355, 7.297, -1.089, -0.771, 0.177, 0.874, 
4:55.89, -0.993, -0.053, 0.061, 1.747, 6.949, -1.089, -0.771, 0.177, 0.874, 
4:55.89, -0.993, -0.060, 0.061, 1.747, 7.297, -1.454, -0.771, 0.177, 0.874, 
4:55.91, -0.993, -0.060, 0.061, 2.355, 6.949, -1.454, -0.771, 0.177, 0.874, 
4:55.92, -0.986, -0.060, 0.061, 2.355, 6.949, -1.454, -0.771, 0.177, 0.874, 
4:55.93, -0.986, -0.060, 0.061, 2.355, 6.949, -1.454, -0.771, 0.177, 0.874, 
4:55.94, -0.993, -0.060, 0.054, 2.355, 6.949, -2.551, -0.771, 0.174, 0.874, 
4:55.95, -0.993, -0.060, 0.054, 2.355, 6.949, -2.916, -0.771, 0.174, 0.874, 
4:55.95, -0.993, -0.060, 0.061, 2.355, 6.602, -2.916, -0.771, 0.174, 0.877, 
4:55.97, -0.986, -0.060, 0.054, 2.964, 5.559, -2.916, -0.771, 0.174, 0.877, 
4:55.98, -0.986, -0.066, 0.061, 2.964, 5.559, -2.916, -0.771, 0.174, 0.877, 
4:55.99, -0.986, -0.066, 0.061, 3.572, 5.559, -2.551, -0.771, 0.174, 0.877, 
4:56.00, -0.986, -0.066, 0.061, 2.964, 5.559, -2.551, -0.771, 0.174, 0.877, 
4:56.01, -0.986, -0.066, 0.061, 3.572, 4.516, -2.551, -0.771, 0.174, 0.877, 
4:56.02, -0.979, -0.066, 0.061, 2.355, 4.168, -1.454, -0.771, 0.171, 0.877, 
4:56.02, -0.971, -0.066, 0.061, 2.355, 4.168, -1.089, -0.769, 0.171, 0.877, 
4:56.04, -0.964, -0.066, 0.061, 1.747, 3.820, -1.089, -0.769, 0.171, 0.880, 
4:56.05, -0.964, -0.066, 0.061, 2.355, 2.778, -1.089, -0.769, 0.171, 0.880, 
4:56.06, -0.964, -0.066, 0.061, 2.355, 2.778, -0.358, -0.769, 0.171, 0.880, 
4:56.07, -0.964, -0.066, 0.061, 2.355, 2.778, 0.373, -0.769, 0.168, 0.880, 
4:56.08, -0.957, -0.066, 0.061, 2.355, 2.778, 0.373, -0.769, 0.168, 0.880, 
4:56.08, -0.957, -0.066, 0.061, 1.747, 2.778, 0.373, -0.769, 0.168, 0.880, 
4:56.10, -0.957, -0.066, 0.054, 1.747, 2.778, 0.373, -0.769, 0.168, 0.880, 
4:56.11, -0.957, -0.066, 0.061, 1.138, 2.778, 0.373, -0.769, 0.168, 0.883, 
4:56.12, -0.957, -0.066, 0.061, 1.138, 2.778, 0.373, -0.769, 0.165, 0.883, 
4:56.13, -0.964, -0.066, 0.061, -0.079, 2.778, 0.373, -0.766, 0.165, 0.883, 
4:56.14, -0.964, -0.060, 0.061, -0.688, 3.125, 1.469, -0.766, 0.165, 0.883, 
4:56.14, -0.964, -0.066, 0.061, -0.688, 2.778, 1.835, -0.766, 0.165, 0.883, 
4:56.16, -0.964, -0.066, 0.061, -0.688, 3.125, 2.200, -0.766, 0.165, 0.886, 
4:56.17, -0.964, -0.066, 0.061, -0.688, 3.125, 3.296, -0.766, 0.165, 0.886, 
4:56.18, -0.964, -0.066, 0.061, -1.296, 3.125, 3.296, -0.766, 0.161, 0.886, 
4:56.19, -0.957, -0.066, 0.061, -1.905, 3.125, 3.296, -0.766, 0.161, 0.886, 
4:56.20, -0.957, -0.066, 0.054, -3.122, 3.125, 3.296, -0.766, 0.161, 0.886, 
4:56.20, -0.964, -0.066, 0.061, -2.513, 3.820, 3.296, -0.766, 0.161, 0.890, 
4:56.22, -0.964, -0.066, 0.054, -2.513, 4.516, 3.296, -0.764, 0.161, 0.890, 
4:56.23, -0.964, -0.073, 0.061, -3.122, 4.516, 3.296, -0.764, 0.161, 0.890, 
4:56.24, -0.964, -0.079, 0.061, -3.122, 4.516, 3.296, -0.764, 0.158, 0.890, 
4:56.25, -0.971, -0.079, 0.054, -3.122, 4.863, 3.296, -0.764, 0.158, 0.893, 
4:56.26, -0.971, -0.079, 0.061, -2.513, 5.906, 3.296, -0.764, 0.158, 0.893, 
4:56.27, -0.979, -0.086, 0.061, -2.513, 5.906, 3.296, -0.764, 0.158, 0.893, 
4:56.27, -0.979, -0.086, 0.054, -2.513, 5.906, 3.296, -0.764, 0.158, 0.896, 
4:56.29, -0.986, -0.079, 0.061, -2.513, 5.906, 3.296, -0.761, 0.158, 0.896, 
4:56.30, -0.986, -0.079, 0.054, -2.513, 5.906, 3.296, -0.761, 0.158, 0.896, 
4:56.31, -0.993, -0.079, 0.054, -2.513, 5.906, 4.758, -0.761, 0.158, 0.896, 
4:56.32, -0.993, -0.073, 0.054, -3.122, 5.906, 4.758, -0.761, 0.158, 0.896, 
4:56.33, -0.993, -0.066, 0.061, -2.513, 5.906, 4.393, -0.761, 0.155, 0.899, 
4:56.33, -0.993, -0.066, 0.054, -3.122, 6.254, 4.758, -0.761, 0.155, 0.899, 
4:56.35, -0.986, -0.066, 0.054, -2.513, 6.254, 4.393, -0.761, 0.155, 0.899, 
4:56.36, -0.993, -0.066, 0.061, -2.513, 6.254, 4.393, -0.761, 0.155, 0.899, 
4:56.37, -0.986, -0.066, 0.054, -3.122, 6.602, 4.393, -0.761, 0.155, 0.899, 
4:56.38, -0.986, -0.060, 0.054, -2.513, 7.297, 4.393, -0.761, 0.155, 0.902, 
4:56.39, -0.993, -0.066, 0.047, -3.122, 6.949, 4.393, -0.761, 0.155, 0.902, 
4:56.39, -0.986, -0.066, 0.047, -2.513, 7.297, 4.393, -0.761, 0.155, 0.902, 
4:56.41, -0.986, -0.066, 0.047, -2.513, 7.297, 4.393, -0.758, 0.155, 0.902, 
4:56.42, -0.986, -0.066, 0.041, -2.513, 7.297, 4.393, -0.758, 0.155, 0.902, 
4:56.43, -0.971, -0.066, 0.034, -2.513, 7.297, 4.758, -0.758, 0.155, 0.905, 
4:56.44, -0.964, -0.066, 0.027, -3.122, 7.297, 4.758, -0.758, 0.155, 0.905, 
4:56.45, -0.957, -0.066, 0.034, -2.513, 7.297, 4.758, -0.758, 0.155, 0.905, 
4:56.45, -0.957, -0.066, 0.027, -2.513, 7.297, 4.758, -0.758, 0.152, 0.905, 
4:56.47, -0.964, -0.066, 0.034, -2.513, 7.297, 4.758, -0.758, 0.152, 0.905, 
4:56.48, -0.964, -0.060, 0.034, -2.513, 7.297, 4.758, -0.758, 0.152, 0.905, 
4:56.49, -0.964, -0.066, 0.027, -2.513, 7.297, 5.124, -0.758, 0.152, 0.909, 
4:56.50, -0.964, -0.060, 0.034, -1.905, 7.297, 5.489, -0.758, 0.152, 0.909, 
4:56.51, -0.964, -0.066, 0.034, -1.905, 7.297, 5.489, -0.758, 0.152, 0.909, 
4:56.52, -0.964, -0.066, 0.034, -1.905, 7.297, 5.489, -0.758, 0.152, 0.909, 
4:56.52, -0.964, -0.066, 0.027, -1.905, 7.297, 5.489, -0.758, 0.152, 0.909, 
4:56.54, -0.971, -0.066, 0.034, -1.296, 7.297, 5.124, -0.758, 0.152, 0.909, 
4:56.55, -0.979, -0.066, 0.034, -1.905, 7.297, 4.393, -0.758, 0.152, 0.909, 
4:56.56, -0.979, -0.066, 0.034, -1.296, 6.949, 4.393, -0.756, 0.152, 0.909, 
4:56.57, -0.986, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.909, 
4:56.58, -0.986, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.909, 
4:56.58, -0.986, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.60, -0.986, -0.066, 0.034, -0.079, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.61, -0.986, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.62, -0.979, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.63, -0.971, -0.066, 0.034, -0.079, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.64, -0.971, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.64, -0.971, -0.066, 0.034, -0.688, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.66, -0.979, -0.066, 0.034, -0.079, 7.297, 4.393, -0.756, 0.152, 0.912, 
4:56.67, -0.986, -0.066, 0.034, -0.079, 6.949, 4.393, -0.756, 0.152, 0.912, 
4:56.68, -0.986, -0.066, 0.041, -0.079, 6.949, 4.393, -0.753, 0.152, 0.912, 
4:56.69, -0.986, -0.066, 0.041, -0.688, 6.949, 4.393, -0.753, 0.152, 0.912, 
4:56.70, -0.993, -0.066, 0.041, -0.079, 6.949, 4.393, -0.753, 0.152, 0.912, 
4:56.70, -0.986, -0.066, 0.041, -0.079, 6.949, 4.393, -0.753, 0.152, 0.912, 
4:56.72, -0.986, -0.066, 0.047, -0.688, 6.949, 4.393, -0.753, 0.152, 0.915, 
4:56.73, -0.986, -0.066, 0.047, -0.079, 6.949, 4.393, -0.753, 0.152, 0.915, 
4:56.74, -0.986, -0.066, 0.054, -0.688, 6.949, 4.393, -0.753, 0.152, 0.915, 
4:56.75, -0.993, -0.066, 0.054, -0.079, 7.297, 4.393, -0.753, 0.152, 0.915, 
4:56.76, -0.986, -0.066, 0.054, -0.079, 6.949, 4.393, -0.753, 0.152, 0.915, 
4:56.77, -0.986, -0.066, 0.054, -0.079, 7.297, 4.393, -0.753, 0.152, 0.915, 
4:56.77, -0.986, -0.066, 0.054, -0.079, 7.297, 4.393, -0.753, 0.149, 0.915, 
4:56.79, -0.986, -0.066, 0.054, -0.688, 7.297, 4.393, -0.753, 0.149, 0.915, 
4:56.80, -0.986, -0.066, 0.054, -0.079, 6.949, 4.393, -0.753, 0.152, 0.915, 
4:56.81, -0.986, -0.066, 0.054, -0.079, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.82, -0.986, -0.060, 0.054, -0.688, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.83, -0.986, -0.066, 0.054, -0.079, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.83, -0.986, -0.060, 0.054, -0.688, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.85, -0.986, -0.066, 0.054, -0.079, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.86, -0.986, -0.060, 0.054, -0.688, 6.949, 4.393, -0.753, 0.152, 0.918, 
4:56.87, -0.979, -0.066, 0.054, -0.688, 7.297, 4.393, -0.751, 0.152, 0.918, 
4:56.88, -0.964, -0.066, 0.054, -0.688, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.89, -0.964, -0.066, 0.054, -0.688, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.89, -0.957, -0.066, 0.054, -0.079, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.91, -0.964, -0.066, 0.054, -0.079, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.92, -0.964, -0.066, 0.054, -0.688, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.93, -0.964, -0.066, 0.054, -0.079, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.94, -0.964, -0.066, 0.054, -0.688, 7.297, 4.758, -0.751, 0.152, 0.921, 
4:56.95, -0.979, -0.066, 0.054, -0.079, 7.992, 4.758, -0.751, 0.155, 0.921, 
4:56.95, -0.986, -0.066, 0.054, -0.079, 8.687, 4.393, -0.751, 0.155, 0.921, 
4:56.97, -0.986, -0.066, 0.054, -0.079, 8.687, 4.393, -0.751, 0.155, 0.921, 
4:56.98, -0.993, -0.073, 0.054, -0.079, 8.687, 4.393, -0.751, 0.155, 0.921, 
4:56.99, -0.993, -0.066, 0.054, -0.079, 8.687, 2.931, -0.751, 0.155, 0.924, 
4:57.00, -0.986, -0.066, 0.054, -0.688, 8.687, 2.931, -0.751, 0.155, 0.924, 
4:57.01, -0.993, -0.066, 0.054, -0.079, 9.035, 2.931, -0.751, 0.155, 0.924, 
4:57.02, -0.993, -0.066, 0.054, -0.688, 9.035, 1.835, -0.751, 0.155, 0.924, 
4:57.02, -0.993, -0.066, 0.061, -0.079, 9.035, 1.835, -0.751, 0.155, 0.924, 
4:57.04, -0.986, -0.066, 0.054, -0.688, 8.340, 1.469, -0.751, 0.155, 0.924, 
4:57.05, -0.986, -0.066, 0.061, -0.688, 8.340, 1.835, -0.751, 0.155, 0.924, 
4:57.06, -0.993, -0.066, 0.061, -0.079, 8.687, 1.835, -0.751, 0.155, 0.921, 
4:57.07, -0.993, -0.066, 0.054, -0.688, 8.340, 1.835, -0.751, 0.155, 0.921, 
4:57.08, -0.986, -0.066, 0.054, -0.079, 8.687, 1.835, -0.751, 0.155, 0.921, 
4:57.08, -0.986, -0.066, 0.061, -0.688, 8.340, 1.835, -0.751, 0.155, 0.921, 
4:57.10, -0.993, -0.066, 0.054, -0.688, 8.687, 1.835, -0.751, 0.155, 0.921, 
4:57.11, -0.993, -0.066, 0.054, -0.079, 8.340, 1.835, -0.751, 0.155, 0.921, 
4:57.12, -0.993, -0.066, 0.061, -0.079, 8.340, 1.469, -0.751, 0.155, 0.921, 
4:57.13, -0.993, -0.066, 0.061, -0.079, 8.340, 1.835, -0.751, 0.155, 0.921, 
4:57.14, -0.986, -0.060, 0.061, -0.079, 8.340, 1.469, -0.751, 0.155, 0.921, 
4:57.14, -0.986, -0.066, 0.054, -0.079, 8.340, 1.469, -0.751, 0.155, 0.921, 
4:57.16, -0.993, -0.066, 0.061, -0.079, 8.340, 1.469, -0.751, 0.155, 0.921, 
4:57.17, -0.986, -0.060, 0.061, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.18, -0.986, -0.066, 0.061, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.19, -0.993, -0.066, 0.054, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.20, -0.986, -0.066, 0.054, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.20, -0.986, -0.066, 0.054, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.22, -0.986, -0.066, 0.061, -0.079, 8.340, 1.469, -0.753, 0.155, 0.921, 
4:57.23, -0.971, -0.066, 0.054, -0.079, 7.992, 1.835, -0.753, 0.155, 0.921, 
4:57.24, -0.964, -0.066, 0.054, -0.688, 6.949, 1.835, -0.753, 0.155, 0.921, 
4:57.25, -0.964, -0.060, 0.054, -0.079, 6.949, 1.835, -0.753, 0.155, 0.921, 
4:57.26, -0.964, -0.066, 0.054, -0.079, 7.297, 1.835, -0.753, 0.155, 0.921, 
4:57.27, -0.964, -0.060, 0.054, -0.079, 7.297, 1.835, -0.753, 0.155, 0.921, 
4:57.27, -0.964, -0.066, 0.054, -0.079, 6.949, 1.835, -0.753, 0.155, 0.921, 
4:57.29, -0.964, -0.066, 0.054, -0.688, 7.297, 2.200, -0.753, 0.152, 0.921, 
4:57.30, -0.964, -0.066, 0.054, -0.688, 7.297, 2.931, -0.753, 0.152, 0.921, 
4:57.31, -0.957, -0.066, 0.054, -0.079, 7.297, 3.296, -0.753, 0.152, 0.921, 
4:57.32, -0.964, -0.066, 0.054, -0.688, 7.297, 2.931, -0.753, 0.152, 0.921, 
4:57.33, -0.964, -0.066, 0.047, -0.079, 7.297, 2.931, -0.753, 0.152, 0.921, 
4:57.33, -0.964, -0.066, 0.047, -0.688, 7.297, 2.931, -0.756, 0.152, 0.921, 
4:57.35, -0.964, -0.066, 0.047, -0.688, 7.297, 2.931, -0.756, 0.152, 0.921, 
4:57.36, -0.964, -0.066, 0.047, -0.079, 7.297, 2.931, -0.756, 0.152, 0.921, 
4:57.37, -0.964, -0.066, 0.054, -0.688, 7.297, 3.296, -0.756, 0.152, 0.921, 
4:57.38, -0.964, -0.066, 0.054, -0.079, 6.949, 3.296, -0.756, 0.152, 0.921, 
4:57.39, -0.957, -0.073, 0.054, -0.079, 6.949, 3.296, -0.756, 0.152, 0.921, 
4:57.39, -0.964, -0.073, 0.054, -0.079, 6.949, 4.393, -0.756, 0.152, 0.921, 
4:57.41, -0.964, -0.073, 0.054, -0.079, 6.949, 4.758, -0.756, 0.152, 0.921, 
4:57.42, -0.964, -0.079, 0.054, -0.079, 6.949, 4.758, -0.756, 0.152, 0.921, 
4:57.43, -0.971, -0.086, 0.054, -0.079, 6.949, 4.758, -0.756, 0.152, 0.921, 
4:57.44, -0.979, -0.086, 0.054, -0.079, 6.254, 4.393, -0.756, 0.152, 0.921, 
4:57.45, -0.986, -0.086, 0.054, -0.079, 5.559, 4.393, -0.756, 0.152, 0.921, 
4:57.45, -0.986, -0.086, 0.054, -0.079, 5.559, 4.393, -0.756, 0.152, 0.921, 
4:57.47, -0.986, -0.086, 0.047, -0.079, 5.559, 4.393, -0.756, 0.152, 0.921, 
4:57.48, -0.971, -0.086, 0.054, -0.079, 5.559, 4.393, -0.756, 0.152, 0.921, 
4:57.49, -0.964, -0.093, 0.054, -0.079, 5.559, 4.393, -0.756, 0.152, 0.921, 
4:57.50, -0.957, -0.093, 0.054, -0.079, 5.559, 4.758, -0.756, 0.152, 0.921, 
4:57.51, -0.964, -0.086, 0.054, 0.529, 5.559, 4.758, -0.756, 0.152, 0.924, 
4:57.52, -0.957, -0.086, 0.054, -0.079, 5.559, 4.758, -0.756, 0.152, 0.924, 
4:57.52, -0.964, -0.086, 0.054, -0.079, 5.559, 5.489, -0.756, 0.152, 0.924, 
4:57.54, -0.957, -0.086, 0.054, 0.529, 5.559, 6.220, -0.753, 0.152, 0.924, 
4:57.55, -0.957, -0.086, 0.061, -0.079, 5.559, 6.220, -0.753, 0.152, 0.924, 
4:57.56, -0.964, -0.086, 0.054, 0.529, 5.559, 6.585, -0.753, 0.152, 0.924, 
4:57.57, -0.957, -0.086, 0.054, -0.079, 5.559, 7.682, -0.753, 0.152, 0.924, 
4:57.58, -0.964, -0.086, 0.054, -0.079, 5.906, 7.316, -0.753, 0.152, 0.924, 
4:57.58, -0.957, -0.086, 0.054, -0.079, 5.906, 7.682, -0.753, 0.152, 0.924, 
4:57.60, -0.964, -0.086, 0.054, 0.529, 5.906, 7.682, -0.753, 0.152, 0.924, 
4:57.61, -0.971, -0.086, 0.054, 0.529, 5.906, 7.682, -0.753, 0.152, 0.924, 
4:57.62, -0.986, -0.086, 0.054, 1.138, 5.906, 7.682, -0.753, 0.155, 0.924, 
4:57.63, -0.986, -0.086, 0.054, 1.747, 5.906, 7.316, -0.753, 0.155, 0.924, 
4:57.64, -0.986, -0.086, 0.054, 1.747, 5.906, 7.316, -0.753, 0.155, 0.927, 
4:57.64, -0.993, -0.086, 0.054, 2.355, 5.906, 7.316, -0.753, 0.155, 0.927, 
4:57.66, -0.993, -0.086, 0.054, 1.747, 5.906, 6.951, -0.753, 0.155, 0.927, 
4:57.67, -0.986, -0.086, 0.054, 1.747, 5.906, 5.854, -0.753, 0.155, 0.927, 
4:57.68, -0.993, -0.086, 0.054, 1.747, 5.906, 5.854, -0.753, 0.155, 0.927, 
4:57.69, -0.986, -0.093, 0.054, 1.747, 5.906, 6.220, -0.753, 0.155, 0.927, 
4:57.70, -0.986, -0.086, 0.054, 1.747, 5.906, 6.220, -0.751, 0.158, 0.927, 
4:57.70, -0.993, -0.086, 0.061, 2.355, 5.906, 5.854, -0.751, 0.158, 0.927, 
4:57.72, -0.993, -0.086, 0.061, 1.747, 5.906, 5.854, -0.751, 0.158, 0.927, 
4:57.73, -0.993, -0.086, 0.061, 1.747, 5.906, 5.854, -0.751, 0.158, 0.927, 
4:57.74, -0.993, -0.086, 0.054, 1.747, 5.559, 5.854, -0.751, 0.158, 0.927, 
4:57.75, -0.986, -0.086, 0.061, 1.747, 5.559, 5.854, -0.751, 0.158, 0.927, 
4:57.76, -0.993, -0.093, 0.054, 0.529, 5.559, 5.854, -0.751, 0.161, 0.927, 
4:57.77, -0.993, -0.086, 0.054, -0.688, 5.559, 5.854, -0.751, 0.161, 0.927, 
4:57.77, -0.986, -0.093, 0.054, -0.688, 5.559, 5.489, -0.751, 0.161, 0.927, 
4:57.79, -0.993, -0.093, 0.061, -0.079, 5.559, 4.758, -0.751, 0.161, 0.927, 
4:57.80, -0.993, -0.093, 0.054, -0.688, 5.559, 4.393, -0.751, 0.161, 0.927, 
4:57.81, -0.986, -0.093, 0.061, -0.079, 5.559, 4.393, -0.751, 0.165, 0.931, 
4:57.82, -0.993, -0.093, 0.054, -0.688, 5.559, 4.393, -0.751, 0.165, 0.931, 
4:57.83, -0.993, -0.093, 0.061, -0.688, 5.559, 4.393, -0.751, 0.165, 0.931, 
4:57.83, -0.993, -0.093, 0.061, -0.688, 5.559, 2.931, -0.751, 0.165, 0.931, 
4:57.85, -0.993, -0.093, 0.061, -0.688, 5.906, 2.931, -0.751, 0.165, 0.931, 
4:57.86, -1.000, -0.093, 0.061, -1.296, 5.906, 2.931, -0.751, 0.168, 0.931, 
4:57.87, -1.000, -0.093, 0.061, -2.513, 5.906, 2.931, -0.751, 0.168, 0.931, 
4:57.88, -0.993, -0.093, 0.061, -2.513, 5.906, 2.565, -0.751, 0.168, 0.934, 
4:57.89, -0.993, -0.093, 0.061, -2.513, 5.906, 1.469, -0.751, 0.168, 0.934, 
4:57.89, -0.993, -0.093, 0.061, -2.513, 5.906, 1.469, -0.751, 0.168, 0.934, 
4:57.91, -0.993, -0.086, 0.054, -2.513, 6.949, 1.469, -0.751, 0.168, 0.934, 
4:57.92, -0.986, -0.093, 0.054, -3.122, 7.297, 1.469, -0.751, 0.168, 0.934, 
4:57.93, -0.993, -0.086, 0.061, -3.122, 7.297, 1.469, -0.751, 0.171, 0.934, 
4:57.94, -0.986, -0.093, 0.061, -2.513, 7.297, 1.469, -0.751, 0.171, 0.934, 
4:57.95, -0.986, -0.093, 0.061, -2.513, 7.297, 1.469, -0.751, 0.171, 0.934, 
4:57.95, -0.993, -0.093, 0.054, -2.513, 7.297, 1.469, -0.751, 0.171, 0.934, 
4:57.97, -0.986, -0.086, 0.061, -3.122, 7.644, 1.469, -0.751, 0.171, 0.934, 
4:57.98, -0.986, -0.086, 0.054, -2.513, 8.687, 1.469, -0.751, 0.171, 0.937, 
4:57.99, -0.986, -0.086, 0.054, -2.513, 8.687, 1.104, -0.751, 0.171, 0.937, 
4:58.00, -0.986, -0.086, 0.054, -2.513, 8.687, 0.738, -0.751, 0.171, 0.937, 
4:58.01, -0.986, -0.086, 0.054, -2.513, 8.687, 0.738, -0.751, 0.171, 0.937, 
4:58.02, -0.986, -0.093, 0.054, -2.513, 8.687, 0.738, -0.748, 0.171, 0.937, 
4:58.02, -0.979, -0.086, 0.054, -2.513, 8.687, 0.738, -0.748, 0.171, 0.937, 
4:58.04, -0.979, -0.086, 0.054, -1.905, 8.687, 0.738, -0.748, 0.168, 0.937, 
